TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISSTANDARDORDER,ISURGENT,PRODUCTCATEGORY,WAREHOUSE_COST_BASE,URGENT_SURCHARGE,TOTAL_WAREHOUSE_COST
TXN-2023-008382,CUST-260,1857.80,false,false,Fresh,37.16,0.00,37.16
TXN-2023-008383,CUST-260,1215.06,true,true,Frozen,24.30,12.15,36.45
TXN-2023-008384,CUST-260,1715.06,true,false,Fresh,34.30,0.00,34.30
TXN-2023-008385,CUST-260,1947.18,true,false,Fresh,38.94,0.00,38.94
TXN-2023-008386,CUST-260,1038.23,true,false,Milk,20.76,0.00,20.76
TXN-2023-008387,CUST-260,2127.20,true,false,Fresh,53.18,0.00,53.18
TXN-2023-008388,CUST-260,1129.60,true,false,Milk,22.59,0.00,22.59
TXN-2023-008389,CUST-260,730.77,true,false,Fresh,14.62,0.00,14.62
TXN-2023-008390,CUST-260,867.31,false,false,Fresh,17.35,0.00,17.35
TXN-2023-008391,CUST-260,1693.21,true,false,Fresh,33.86,0.00,33.86
TXN-2023-008392,CUST-260,926.80,false,false,Fresh,18.54,0.00,18.54
TXN-2023-008393,CUST-260,1380.56,true,false,Fresh,27.61,0.00,27.61
TXN-2023-008394,CUST-260,2956.17,true,false,Fresh,73.90,0.00,73.90
TXN-2023-008395,CUST-260,3211.33,true,false,Fresh,80.28,0.00,80.28
TXN-2023-008396,CUST-260,1238.95,false,false,Fresh,24.78,0.00,24.78
TXN-2023-008397,CUST-260,740.62,true,false,Fresh,14.81,0.00,14.81
TXN-2023-008398,CUST-260,958.70,false,false,Fresh,19.17,0.00,19.17
TXN-2023-008399,CUST-260,1330.76,false,true,Fresh,26.62,13.31,39.92
TXN-2023-008400,CUST-260,1810.38,true,false,Fresh,36.21,0.00,36.21
TXN-2023-008401,CUST-260,1105.45,true,false,Fresh,22.11,0.00,22.11
TXN-2023-008402,CUST-260,719.40,true,false,Fresh,14.39,0.00,14.39
TXN-2023-008403,CUST-260,2466.58,true,true,Fresh,61.66,24.67,86.33
TXN-2023-008404,CUST-260,889.61,false,false,Grocery,17.79,0.00,17.79
TXN-2023-008405,CUST-260,1035.45,false,true,Fresh,20.71,10.35,31.06
TXN-2023-008406,CUST-261,901.22,true,false,Milk,18.02,0.00,18.02
TXN-2023-008407,CUST-261,216.41,true,false,Fresh,4.33,0.00,4.33
TXN-2023-008408,CUST-261,317.57,true,false,Fresh,6.35,0.00,6.35
TXN-2023-008409,CUST-261,344.18,false,false,Grocery,6.88,0.00,6.88
TXN-2023-008410,CUST-261,717.68,false,false,Fresh,14.35,0.00,14.35
TXN-2023-008411,CUST-261,547.96,true,false,Grocery,10.96,0.00,10.96
TXN-2023-008412,CUST-261,526.55,true,false,Delicatessen,10.53,0.00,10.53
TXN-2023-008413,CUST-261,344.03,false,false,DetergentsPaper,6.88,0.00,6.88
TXN-2023-008414,CUST-261,317.18,false,false,Fresh,6.34,0.00,6.34
TXN-2023-008415,CUST-261,351.87,true,true,Milk,7.04,3.52,10.56
TXN-2023-008416,CUST-261,283.37,true,false,Milk,5.67,0.00,5.67
TXN-2023-008417,CUST-261,1092.07,true,false,Milk,21.84,0.00,21.84
TXN-2023-008418,CUST-261,532.27,true,false,Milk,10.65,0.00,10.65
TXN-2023-008419,CUST-261,510.85,true,false,Fresh,10.22,0.00,10.22
TXN-2023-008420,CUST-261,553.32,true,false,DetergentsPaper,11.07,0.00,11.07
TXN-2023-008421,CUST-261,317.62,true,false,Milk,6.35,0.00,6.35
TXN-2023-008422,CUST-261,223.17,false,false,Fresh,4.46,0.00,4.46
TXN-2023-008423,CUST-261,324.75,false,false,Fresh,6.50,0.00,6.50
TXN-2023-008424,CUST-261,218.61,true,false,Fresh,4.37,0.00,4.37
TXN-2023-008425,CUST-261,450.93,true,false,Milk,9.02,0.00,9.02
TXN-2023-008426,CUST-261,457.12,true,true,Grocery,9.14,4.57,13.71
TXN-2023-008427,CUST-261,226.00,false,false,Grocery,4.52,0.00,4.52
TXN-2023-008428,CUST-261,276.97,true,false,Milk,5.54,0.00,5.54
TXN-2023-008429,CUST-261,169.86,true,true,Milk,3.40,1.70,5.10
TXN-2023-008430,CUST-261,220.02,false,false,Fresh,4.40,0.00,4.40
TXN-2023-008431,CUST-261,454.90,true,false,Frozen,9.10,0.00,9.10
TXN-2023-008432,CUST-261,83.52,true,false,Fresh,1.67,0.00,1.67
TXN-2023-008433,CUST-261,139.28,true,false,Milk,2.79,0.00,2.79
TXN-2023-008434,CUST-261,278.83,true,false,Fresh,5.58,0.00,5.58
TXN-2023-008435,CUST-261,205.70,true,false,Milk,4.11,0.00,4.11
TXN-2023-008436,CUST-261,536.08,true,false,Fresh,10.72,0.00,10.72
TXN-2023-008437,CUST-261,469.15,false,false,Fresh,9.38,0.00,9.38
TXN-2023-008438,CUST-261,140.48,true,false,Fresh,2.81,0.00,2.81
TXN-2023-008439,CUST-261,357.33,false,false,Milk,7.15,0.00,7.15
TXN-2023-008440,CUST-261,175.51,true,true,Milk,3.51,1.76,5.27
TXN-2023-008441,CUST-261,291.60,true,false,Fresh,5.83,0.00,5.83
TXN-2023-008442,CUST-261,545.44,true,false,Grocery,10.91,0.00,10.91
TXN-2023-008443,CUST-261,432.99,true,false,Fresh,8.66,0.00,8.66
TXN-2023-008444,CUST-261,117.62,false,false,Fresh,2.35,0.00,2.35
TXN-2023-008445,CUST-261,731.46,true,false,Fresh,14.63,0.00,14.63
TXN-2023-008446,CUST-261,486.36,true,false,Milk,9.73,0.00,9.73
TXN-2023-008447,CUST-261,491.11,false,false,Grocery,9.82,0.00,9.82
TXN-2023-008448,CUST-261,518.77,true,false,Fresh,10.38,0.00,10.38
TXN-2023-008449,CUST-261,413.07,true,false,Fresh,8.26,0.00,8.26
TXN-2023-008450,CUST-261,212.69,false,false,Fresh,4.25,0.00,4.25
TXN-2023-008451,CUST-261,366.53,true,false,Fresh,7.33,0.00,7.33
TXN-2023-008452,CUST-262,407.03,true,false,Fresh,8.14,0.00,8.14
TXN-2023-008453,CUST-262,974.85,true,true,Frozen,19.50,9.75,29.25
TXN-2023-008454,CUST-262,308.46,true,false,Fresh,6.17,0.00,6.17
TXN-2023-008455,CUST-262,416.17,true,false,Fresh,8.32,0.00,8.32
TXN-2023-008456,CUST-262,377.95,true,false,Frozen,7.56,0.00,7.56
TXN-2023-008457,CUST-262,469.84,false,false,Fresh,9.40,0.00,9.40
TXN-2023-008458,CUST-262,734.07,true,false,Frozen,14.68,0.00,14.68
TXN-2023-008459,CUST-262,821.35,true,false,Fresh,16.43,0.00,16.43
TXN-2023-008460,CUST-262,242.85,false,false,Fresh,4.86,0.00,4.86
TXN-2023-008461,CUST-262,339.42,true,false,Grocery,6.79,0.00,6.79
TXN-2023-008462,CUST-262,312.19,true,false,Frozen,6.24,0.00,6.24
TXN-2023-008463,CUST-262,374.04,false,false,Frozen,7.48,0.00,7.48
TXN-2023-008464,CUST-262,494.83,false,false,Fresh,9.90,0.00,9.90
TXN-2023-008465,CUST-262,418.44,false,false,Frozen,8.37,0.00,8.37
TXN-2023-008466,CUST-262,925.23,false,false,Frozen,18.50,0.00,18.50
TXN-2023-008467,CUST-262,1457.92,true,false,Frozen,29.16,0.00,29.16
TXN-2023-008468,CUST-262,388.27,true,false,Fresh,7.77,0.00,7.77
TXN-2023-008469,CUST-262,425.72,true,false,Fresh,8.51,0.00,8.51
TXN-2023-008470,CUST-262,232.79,true,false,DetergentsPaper,4.66,0.00,4.66
TXN-2023-008471,CUST-262,387.03,true,false,Fresh,7.74,0.00,7.74
TXN-2023-008472,CUST-262,530.50,true,false,Fresh,10.61,0.00,10.61
TXN-2023-008473,CUST-262,335.39,true,false,Frozen,6.71,0.00,6.71
TXN-2023-008474,CUST-262,270.12,true,false,Frozen,5.40,0.00,5.40
TXN-2023-008475,CUST-262,1039.87,false,true,Fresh,20.80,10.40,31.20
TXN-2023-008476,CUST-262,318.41,false,false,Frozen,6.37,0.00,6.37
TXN-2023-008477,CUST-262,242.68,true,false,Fresh,4.85,0.00,4.85
TXN-2023-008478,CUST-262,482.69,false,false,Frozen,9.65,0.00,9.65
TXN-2023-008479,CUST-262,849.43,false,false,Frozen,16.99,0.00,16.99
TXN-2023-008480,CUST-262,419.35,true,true,Frozen,8.39,4.19,12.58
TXN-2023-008481,CUST-262,490.58,true,false,Frozen,9.81,0.00,9.81
TXN-2023-008482,CUST-262,383.07,true,true,Frozen,7.66,3.83,11.49
TXN-2023-008483,CUST-262,322.78,false,false,Frozen,6.46,0.00,6.46
TXN-2023-008484,CUST-262,464.14,false,false,Fresh,9.28,0.00,9.28
TXN-2023-008485,CUST-262,558.51,true,false,Fresh,11.17,0.00,11.17
TXN-2023-008486,CUST-263,560.13,true,false,Fresh,11.20,0.00,11.20
TXN-2023-008487,CUST-263,260.55,true,false,Fresh,5.21,0.00,5.21
TXN-2023-008488,CUST-263,538.49,true,false,Fresh,10.77,0.00,10.77
TXN-2023-008489,CUST-263,270.27,true,false,Fresh,5.41,0.00,5.41
TXN-2023-008490,CUST-263,571.64,true,false,Fresh,11.43,0.00,11.43
TXN-2023-008491,CUST-263,387.86,false,false,Fresh,7.76,0.00,7.76
TXN-2023-008492,CUST-263,1486.93,true,false,Fresh,29.74,0.00,29.74
TXN-2023-008493,CUST-263,433.95,true,false,Fresh,8.68,0.00,8.68
TXN-2023-008494,CUST-263,652.35,false,false,Fresh,13.05,0.00,13.05
TXN-2023-008495,CUST-263,957.01,false,false,Fresh,19.14,0.00,19.14
TXN-2023-008496,CUST-263,246.63,false,false,Fresh,4.93,0.00,4.93
TXN-2023-008497,CUST-263,432.65,false,true,Frozen,8.65,4.33,12.98
TXN-2023-008498,CUST-263,537.71,true,false,Fresh,10.75,0.00,10.75
TXN-2023-008499,CUST-263,833.00,false,false,Fresh,16.66,0.00,16.66
TXN-2023-008500,CUST-263,807.14,false,false,Fresh,16.14,0.00,16.14
TXN-2023-008501,CUST-263,841.64,false,false,Fresh,16.83,0.00,16.83
TXN-2023-008502,CUST-263,542.34,false,true,Fresh,10.85,5.42,16.27
TXN-2023-008503,CUST-263,504.29,true,true,Frozen,10.09,5.04,15.13
TXN-2023-008504,CUST-263,818.89,true,true,Fresh,16.38,8.19,24.57
TXN-2023-008505,CUST-263,158.43,false,false,Fresh,3.17,0.00,3.17
TXN-2023-008506,CUST-263,147.12,true,false,Fresh,2.94,0.00,2.94
TXN-2023-008507,CUST-263,696.80,true,false,Fresh,13.94,0.00,13.94
TXN-2023-008508,CUST-263,1179.62,false,false,Fresh,23.59,0.00,23.59
TXN-2023-008509,CUST-263,288.44,true,false,Fresh,5.77,0.00,5.77
TXN-2023-008510,CUST-263,261.98,true,false,Fresh,5.24,0.00,5.24
TXN-2023-008511,CUST-263,674.82,true,false,Fresh,13.50,0.00,13.50
TXN-2023-008512,CUST-263,743.76,false,false,Fresh,14.88,0.00,14.88
TXN-2023-008513,CUST-263,313.42,true,false,Fresh,6.27,0.00,6.27
TXN-2023-008514,CUST-263,414.77,true,false,Fresh,8.30,0.00,8.30
TXN-2023-008515,CUST-263,1196.22,false,false,Fresh,23.92,0.00,23.92
TXN-2023-008516,CUST-263,513.91,true,false,Fresh,10.28,0.00,10.28
TXN-2023-008517,CUST-263,477.69,true,false,Fresh,9.55,0.00,9.55
TXN-2023-008518,CUST-263,805.43,true,false,Fresh,16.11,0.00,16.11
TXN-2023-008519,CUST-263,283.99,true,false,Milk,5.68,0.00,5.68
TXN-2023-008520,CUST-263,567.40,true,false,Fresh,11.35,0.00,11.35
TXN-2023-008521,CUST-263,727.65,true,false,Delicatessen,14.55,0.00,14.55
TXN-2023-008522,CUST-263,233.90,false,false,Fresh,4.68,0.00,4.68
TXN-2023-008523,CUST-263,584.49,false,false,Fresh,11.69,0.00,11.69
TXN-2023-008524,CUST-263,662.00,true,false,Fresh,13.24,0.00,13.24
TXN-2023-008525,CUST-263,608.75,false,false,Delicatessen,12.18,0.00,12.18
TXN-2023-008526,CUST-263,453.97,true,true,Fresh,9.08,4.54,13.62
TXN-2023-008527,CUST-263,317.39,false,false,Fresh,6.35,0.00,6.35
TXN-2023-008528,CUST-263,821.14,true,false,Fresh,16.42,0.00,16.42
TXN-2023-008529,CUST-263,523.48,true,false,Fresh,10.47,0.00,10.47
TXN-2023-008530,CUST-263,614.83,false,false,Fresh,12.30,0.00,12.30
TXN-2023-008531,CUST-263,646.05,true,false,Fresh,12.92,0.00,12.92
TXN-2023-008532,CUST-263,756.28,true,false,Fresh,15.13,0.00,15.13
TXN-2023-008533,CUST-263,685.27,true,false,Frozen,13.71,0.00,13.71
TXN-2023-008534,CUST-263,329.53,true,false,Fresh,6.59,0.00,6.59
TXN-2023-008535,CUST-264,1115.31,false,false,Grocery,22.31,0.00,22.31
TXN-2023-008536,CUST-264,581.55,true,false,DetergentsPaper,11.63,0.00,11.63
TXN-2023-008537,CUST-264,312.14,true,true,Fresh,6.24,3.12,9.36
TXN-2023-008538,CUST-264,274.71,true,false,Frozen,5.49,0.00,5.49
TXN-2023-008539,CUST-264,727.50,true,false,DetergentsPaper,14.55,0.00,14.55
TXN-2023-008540,CUST-264,299.92,true,false,Delicatessen,6.00,0.00,6.00
TXN-2023-008541,CUST-264,550.71,true,false,Frozen,11.01,0.00,11.01
TXN-2023-008542,CUST-264,396.02,false,false,Frozen,7.92,0.00,7.92
TXN-2023-008543,CUST-264,229.13,false,true,Frozen,4.58,2.29,6.87
TXN-2023-008544,CUST-264,360.89,true,false,DetergentsPaper,7.22,0.00,7.22
TXN-2023-008545,CUST-264,581.35,true,false,Grocery,11.63,0.00,11.63
TXN-2023-008546,CUST-264,342.59,true,false,Frozen,6.85,0.00,6.85
TXN-2023-008547,CUST-264,161.64,false,false,DetergentsPaper,3.23,0.00,3.23
TXN-2023-008548,CUST-264,295.32,false,false,Grocery,5.91,0.00,5.91
TXN-2023-008549,CUST-264,470.57,false,false,DetergentsPaper,9.41,0.00,9.41
TXN-2023-008550,CUST-264,335.09,false,false,Frozen,6.70,0.00,6.70
TXN-2023-008551,CUST-264,327.00,false,false,Frozen,6.54,0.00,6.54
TXN-2023-008552,CUST-264,540.83,false,false,Fresh,10.82,0.00,10.82
TXN-2023-008553,CUST-264,450.86,false,false,Grocery,9.02,0.00,9.02
TXN-2023-008554,CUST-264,928.68,false,false,Grocery,18.57,0.00,18.57
TXN-2023-008555,CUST-264,201.26,true,false,DetergentsPaper,4.03,0.00,4.03
TXN-2023-008556,CUST-264,655.86,false,false,DetergentsPaper,13.12,0.00,13.12
TXN-2023-008557,CUST-264,231.39,false,true,DetergentsPaper,4.63,2.31,6.94
TXN-2023-008558,CUST-264,267.89,true,false,DetergentsPaper,5.36,0.00,5.36
TXN-2023-008559,CUST-264,258.20,true,false,Grocery,5.16,0.00,5.16
TXN-2023-008560,CUST-264,361.63,false,true,DetergentsPaper,7.23,3.62,10.85
TXN-2023-008561,CUST-264,375.99,true,false,Milk,7.52,0.00,7.52
TXN-2023-008562,CUST-264,416.33,true,false,Fresh,8.33,0.00,8.33
TXN-2023-008563,CUST-264,1628.46,false,false,DetergentsPaper,32.57,0.00,32.57
TXN-2023-008564,CUST-264,335.07,true,false,Milk,6.70,0.00,6.70
TXN-2023-008565,CUST-264,269.00,false,true,Grocery,5.38,2.69,8.07
TXN-2023-008566,CUST-264,410.54,true,false,Frozen,8.21,0.00,8.21
TXN-2023-008567,CUST-264,650.69,true,false,DetergentsPaper,13.01,0.00,13.01
TXN-2023-008568,CUST-264,265.52,true,true,Frozen,5.31,2.66,7.97
TXN-2023-008569,CUST-264,321.95,false,false,Grocery,6.44,0.00,6.44
TXN-2023-008570,CUST-264,894.57,true,false,Grocery,17.89,0.00,17.89
TXN-2023-008571,CUST-264,218.27,false,false,Grocery,4.37,0.00,4.37
TXN-2023-008572,CUST-264,296.59,true,false,Grocery,5.93,0.00,5.93
TXN-2023-008573,CUST-264,239.98,false,false,Frozen,4.80,0.00,4.80
TXN-2023-008574,CUST-265,4134.76,true,false,Milk,103.37,0.00,103.37
TXN-2023-008575,CUST-265,1808.66,true,false,Milk,36.17,0.00,36.17
TXN-2023-008576,CUST-265,4480.86,true,false,Milk,112.02,0.00,112.02
TXN-2023-008577,CUST-265,1165.38,true,false,Grocery,23.31,0.00,23.31
TXN-2023-008578,CUST-265,3312.93,false,false,Grocery,82.82,0.00,82.82
TXN-2023-008579,CUST-265,4839.18,true,false,Grocery,120.98,0.00,120.98
TXN-2023-008580,CUST-265,1360.21,true,false,Grocery,27.20,0.00,27.20
TXN-2023-008581,CUST-265,3455.35,true,false,Grocery,86.38,0.00,86.38
TXN-2023-008582,CUST-265,1987.76,true,false,DetergentsPaper,39.76,0.00,39.76
TXN-2023-008583,CUST-265,1355.48,true,false,Milk,27.11,0.00,27.11
TXN-2023-008584,CUST-265,2568.75,true,false,Delicatessen,64.22,0.00,64.22
TXN-2023-008585,CUST-265,3033.67,true,false,Milk,75.84,0.00,75.84
TXN-2023-008586,CUST-266,2512.86,true,true,Frozen,62.82,25.13,87.95
TXN-2023-008587,CUST-266,1623.74,false,false,Grocery,32.47,0.00,32.47
TXN-2023-008588,CUST-266,2365.19,true,false,Grocery,59.13,0.00,59.13
TXN-2023-008589,CUST-266,1086.92,true,false,Grocery,21.74,0.00,21.74
TXN-2023-008590,CUST-266,1066.50,false,false,Frozen,21.33,0.00,21.33
TXN-2023-008591,CUST-266,638.66,true,false,DetergentsPaper,12.77,0.00,12.77
TXN-2023-008592,CUST-266,1834.38,true,false,Grocery,36.69,0.00,36.69
TXN-2023-008593,CUST-266,2740.75,false,true,Milk,68.52,27.41,95.93
TXN-2023-008594,CUST-266,1042.45,false,false,Frozen,20.85,0.00,20.85
TXN-2023-008595,CUST-266,818.39,true,false,Grocery,16.37,0.00,16.37
TXN-2023-008596,CUST-266,1606.39,false,false,Milk,32.13,0.00,32.13
TXN-2023-008597,CUST-266,1306.14,true,false,Milk,26.12,0.00,26.12
TXN-2023-008598,CUST-266,1654.85,true,false,Milk,33.10,0.00,33.10
TXN-2023-008599,CUST-266,1797.08,false,false,Milk,35.94,0.00,35.94
TXN-2023-008600,CUST-266,2207.99,true,false,Grocery,55.20,0.00,55.20
TXN-2023-008601,CUST-266,2782.70,true,false,Grocery,69.57,0.00,69.57
TXN-2023-008602,CUST-266,1181.06,false,false,Milk,23.62,0.00,23.62
TXN-2023-008603,CUST-266,1422.26,false,false,Milk,28.45,0.00,28.45
TXN-2023-008604,CUST-266,1591.03,true,true,Grocery,31.82,15.91,47.73
TXN-2023-008605,CUST-266,1200.29,false,false,Grocery,24.01,0.00,24.01
TXN-2023-008606,CUST-266,1082.06,false,false,Milk,21.64,0.00,21.64
TXN-2023-008607,CUST-266,929.63,true,false,Milk,18.59,0.00,18.59
TXN-2023-008608,CUST-266,2010.91,false,false,Frozen,50.27,0.00,50.27
TXN-2023-008609,CUST-266,1121.66,false,false,Milk,22.43,0.00,22.43
TXN-2023-008610,CUST-266,1841.71,true,false,Grocery,36.83,0.00,36.83
TXN-2023-008611,CUST-266,1476.50,true,false,Grocery,29.53,0.00,29.53
TXN-2023-008612,CUST-266,1393.34,false,false,Grocery,27.87,0.00,27.87
TXN-2023-008613,CUST-266,960.53,true,false,Milk,19.21,0.00,19.21
TXN-2023-008614,CUST-266,2270.44,false,false,Grocery,56.76,0.00,56.76
TXN-2023-008615,CUST-266,2434.45,true,false,Grocery,60.86,0.00,60.86
TXN-2023-008616,CUST-266,1660.96,false,false,Milk,33.22,0.00,33.22
TXN-2023-008617,CUST-266,1614.26,true,false,Grocery,32.29,0.00,32.29
TXN-2023-008618,CUST-266,1778.88,false,false,Delicatessen,35.58,0.00,35.58
TXN-2023-008619,CUST-266,846.63,false,false,Grocery,16.93,0.00,16.93
TXN-2023-008620,CUST-266,767.08,true,false,Frozen,15.34,0.00,15.34
TXN-2023-008621,CUST-266,1576.74,true,true,Milk,31.53,15.77,47.30
TXN-2023-008622,CUST-266,1510.58,false,false,Milk,30.21,0.00,30.21
TXN-2023-008623,CUST-267,4853.22,true,false,Grocery,121.33,0.00,121.33
TXN-2023-008624,CUST-267,1641.24,true,false,Delicatessen,32.82,0.00,32.82
TXN-2023-008625,CUST-267,3061.81,true,false,Grocery,76.55,0.00,76.55
TXN-2023-008626,CUST-267,4133.85,true,false,Grocery,103.35,0.00,103.35
TXN-2023-008627,CUST-267,2934.24,true,false,Milk,73.36,0.00,73.36
TXN-2023-008628,CUST-267,1591.62,true,false,Frozen,31.83,0.00,31.83
TXN-2023-008629,CUST-267,1040.67,true,false,DetergentsPaper,20.81,0.00,20.81
TXN-2023-008630,CUST-267,1018.41,true,false,Frozen,20.37,0.00,20.37
TXN-2023-008631,CUST-267,2034.07,true,false,DetergentsPaper,50.85,0.00,50.85
TXN-2023-008632,CUST-267,4693.60,true,false,Milk,117.34,0.00,117.34
TXN-2023-008633,CUST-267,1975.28,true,false,Frozen,39.51,0.00,39.51
TXN-2023-008634,CUST-267,5156.81,true,false,Grocery,128.92,0.00,128.92
TXN-2023-008635,CUST-267,2488.90,true,false,DetergentsPaper,62.22,0.00,62.22
TXN-2023-008636,CUST-267,1500.62,true,false,Grocery,30.01,0.00,30.01
TXN-2023-008637,CUST-267,1327.27,true,false,Milk,26.55,0.00,26.55
TXN-2023-008638,CUST-267,2731.38,true,false,Grocery,68.28,0.00,68.28
TXN-2023-008639,CUST-268,875.94,false,false,Fresh,17.52,0.00,17.52
TXN-2023-008640,CUST-268,1608.18,true,false,Fresh,32.16,0.00,32.16
TXN-2023-008641,CUST-268,869.29,false,true,Fresh,17.39,8.69,26.08
TXN-2023-008642,CUST-268,1227.96,true,false,Fresh,24.56,0.00,24.56
TXN-2023-008643,CUST-268,473.04,true,true,Fresh,9.46,4.73,14.19
TXN-2023-008644,CUST-268,2338.88,true,false,Frozen,58.47,0.00,58.47
TXN-2023-008645,CUST-268,552.31,false,false,Frozen,11.05,0.00,11.05
TXN-2023-008646,CUST-268,838.67,false,false,Fresh,16.77,0.00,16.77
TXN-2023-008647,CUST-268,770.00,false,false,Fresh,15.40,0.00,15.40
TXN-2023-008648,CUST-268,546.00,true,false,Fresh,10.92,0.00,10.92
TXN-2023-008649,CUST-268,408.47,false,false,Fresh,8.17,0.00,8.17
TXN-2023-008650,CUST-268,887.85,false,false,Frozen,17.76,0.00,17.76
TXN-2023-008651,CUST-268,643.37,true,false,Fresh,12.87,0.00,12.87
TXN-2023-008652,CUST-268,738.85,false,false,Fresh,14.78,0.00,14.78
TXN-2023-008653,CUST-268,1634.69,false,false,Fresh,32.69,0.00,32.69
TXN-2023-008654,CUST-268,479.83,true,false,Fresh,9.60,0.00,9.60
TXN-2023-008655,CUST-268,744.76,true,false,Delicatessen,14.90,0.00,14.90
TXN-2023-008656,CUST-268,776.05,true,false,Grocery,15.52,0.00,15.52
TXN-2023-008657,CUST-268,1049.42,true,false,Fresh,20.99,0.00,20.99
TXN-2023-008658,CUST-268,467.85,true,false,Fresh,9.36,0.00,9.36
TXN-2023-008659,CUST-268,680.66,true,true,Fresh,13.61,6.81,20.42
TXN-2023-008660,CUST-268,663.25,true,false,Fresh,13.27,0.00,13.27
TXN-2023-008661,CUST-268,543.68,true,false,Fresh,10.87,0.00,10.87
TXN-2023-008662,CUST-268,1261.36,true,false,Frozen,25.23,0.00,25.23
TXN-2023-008663,CUST-268,334.71,true,false,Fresh,6.69,0.00,6.69
TXN-2023-008664,CUST-268,1238.15,true,true,Fresh,24.76,12.38,37.14
TXN-2023-008665,CUST-268,1068.02,true,false,Fresh,21.36,0.00,21.36
TXN-2023-008666,CUST-268,924.44,true,false,Fresh,18.49,0.00,18.49
TXN-2023-008667,CUST-268,1334.61,true,false,Fresh,26.69,0.00,26.69
TXN-2023-008668,CUST-268,548.92,true,true,Delicatessen,10.98,5.49,16.47
TXN-2023-008669,CUST-268,2113.48,false,false,DetergentsPaper,52.84,0.00,52.84
TXN-2023-008670,CUST-268,1425.48,false,false,Fresh,28.51,0.00,28.51
TXN-2023-008671,CUST-268,543.88,true,false,Fresh,10.88,0.00,10.88
TXN-2023-008672,CUST-268,642.01,false,false,Frozen,12.84,0.00,12.84
TXN-2023-008673,CUST-268,422.93,true,false,Fresh,8.46,0.00,8.46
TXN-2023-008674,CUST-268,1354.03,false,false,Fresh,27.08,0.00,27.08
TXN-2023-008675,CUST-269,3696.13,true,false,Fresh,92.40,0.00,92.40
TXN-2023-008676,CUST-269,3975.04,true,false,Grocery,99.38,0.00,99.38
TXN-2023-008677,CUST-269,1388.80,true,false,Grocery,27.78,0.00,27.78
TXN-2023-008678,CUST-269,4732.13,true,false,DetergentsPaper,118.30,0.00,118.30
TXN-2023-008679,CUST-269,5647.24,true,false,Milk,141.18,0.00,141.18
TXN-2023-008680,CUST-269,8603.88,true,false,DetergentsPaper,215.10,0.00,215.10
TXN-2023-008681,CUST-269,8306.66,true,true,Fresh,207.67,83.07,290.73
TXN-2023-008682,CUST-269,2273.94,true,false,DetergentsPaper,56.85,0.00,56.85
TXN-2023-008683,CUST-269,1516.70,true,false,Milk,30.33,0.00,30.33
TXN-2023-008684,CUST-269,3639.08,true,false,Grocery,90.98,0.00,90.98
TXN-2023-008685,CUST-269,2240.77,true,false,Milk,56.02,0.00,56.02
TXN-2023-008686,CUST-269,1928.63,true,false,Fresh,38.57,0.00,38.57
TXN-2023-008687,CUST-270,603.65,true,false,Frozen,12.07,0.00,12.07
TXN-2023-008688,CUST-270,814.84,true,false,Fresh,16.30,0.00,16.30
TXN-2023-008689,CUST-270,359.93,false,false,Fresh,7.20,0.00,7.20
TXN-2023-008690,CUST-270,516.51,true,false,Fresh,10.33,0.00,10.33
TXN-2023-008691,CUST-270,255.13,false,false,Grocery,5.10,0.00,5.10
TXN-2023-008692,CUST-270,301.76,true,false,Fresh,6.04,0.00,6.04
TXN-2023-008693,CUST-270,302.18,true,false,Fresh,6.04,0.00,6.04
TXN-2023-008694,CUST-270,230.23,true,false,Fresh,4.60,0.00,4.60
TXN-2023-008695,CUST-270,556.53,true,false,Fresh,11.13,0.00,11.13
TXN-2023-008696,CUST-270,628.61,true,false,Fresh,12.57,0.00,12.57
TXN-2023-008697,CUST-270,258.03,true,false,Fresh,5.16,0.00,5.16
TXN-2023-008698,CUST-270,435.55,false,true,Fresh,8.71,4.36,13.07
TXN-2023-008699,CUST-270,1034.76,false,false,Frozen,20.70,0.00,20.70
TXN-2023-008700,CUST-270,206.20,false,true,Frozen,4.12,2.06,6.19
TXN-2023-008701,CUST-270,186.39,true,true,Fresh,3.73,1.86,5.59
TXN-2023-008702,CUST-270,409.77,true,false,Fresh,8.20,0.00,8.20
TXN-2023-008703,CUST-270,305.62,true,false,Fresh,6.11,0.00,6.11
TXN-2023-008704,CUST-270,194.18,true,false,Fresh,3.88,0.00,3.88
TXN-2023-008705,CUST-270,134.58,true,false,Frozen,2.69,0.00,2.69
TXN-2023-008706,CUST-270,403.34,false,false,Fresh,8.07,0.00,8.07
TXN-2023-008707,CUST-270,554.60,true,false,Fresh,11.09,0.00,11.09
TXN-2023-008708,CUST-270,701.55,true,true,Fresh,14.03,7.02,21.05
TXN-2023-008709,CUST-270,182.33,true,true,Grocery,3.65,1.82,5.47
TXN-2023-008710,CUST-270,278.32,false,false,Fresh,5.57,0.00,5.57
TXN-2023-008711,CUST-270,1192.36,false,false,Fresh,23.85,0.00,23.85
TXN-2023-008712,CUST-270,761.17,true,false,Fresh,15.22,0.00,15.22
TXN-2023-008713,CUST-270,154.81,true,false,Fresh,3.10,0.00,3.10
TXN-2023-008714,CUST-270,162.44,false,false,Frozen,3.25,0.00,3.25
TXN-2023-008715,CUST-270,272.42,true,false,Fresh,5.45,0.00,5.45
